ID,RA,DEC,FREQ,SigmaSN,SigmaSp,SN,P,PE1,PE2,PSim,PSimE1,PSimE2,PPesimistic,PPesimisticE1,PPesimisticE2,PSimPesimistic,PSimPesimisticE1,PSimPesimisticE2
Survey_EL.2360,10:00:54.127,+02:34:37.195,341.97,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2361,10:00:54.721,+02:34:22.899,344.652,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2362,10:00:54.223,+02:34:29.876,344.218,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2363,10:00:54.073,+02:34:31.107,343.419,0,2,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2364,10:00:54.566,+02:34:41.641,342.826,2,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2365,10:00:54.118,+02:34:37.537,342.677,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2366,10:00:54.671,+02:34:40.478,342.483,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2367,10:00:54.424,+02:34:33.570,343.841,0,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2368,10:00:54.159,+02:34:33.159,342.449,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2369,10:00:54.630,+02:34:43.830,342.438,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2370,10:00:53.812,+02:34:36.648,341.387,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2371,10:00:53.739,+02:34:33.364,344.355,1,1,3.4,0.63,0.40,0.37,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2372,10:00:55.351,+02:34:32.133,343.579,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2373,10:00:54.780,+02:34:25.772,343.567,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2374,10:00:55.040,+02:34:27.345,342.095,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2375,10:00:55.301,+02:34:32.544,342.746,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2376,10:00:54.004,+02:34:37.674,343.876,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2377,10:00:54.707,+02:34:32.338,342.415,0,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2378,10:00:54.401,+02:34:45.813,343.704,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2379,10:00:54.958,+02:34:36.921,344.481,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2380,10:00:54.347,+02:34:23.378,343.442,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2381,10:00:54.365,+02:34:47.386,344.72,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2382,10:00:54.652,+02:34:38.631,341.604,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2383,10:00:54.949,+02:34:35.827,341.513,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2384,10:00:54.415,+02:34:36.169,342.654,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2385,10:00:54.630,+02:34:27.003,344.789,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2386,10:00:53.972,+02:34:34.732,344.15,1,2,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2387,10:00:54.739,+02:34:43.419,344.64,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2388,10:00:54.520,+02:34:41.162,344.389,0,0,3.4,0.61,0.41,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2389,10:00:54.940,+02:34:30.423,343.762,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2390,10:00:55.127,+02:34:29.124,343.236,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2391,10:00:54.684,+02:34:38.426,341.833,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2392,10:00:54.018,+02:34:33.980,342.278,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2393,10:00:54.520,+02:34:33.433,342.038,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2394,10:00:54.520,+02:34:37.400,344.309,1,2,3.4,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2395,10:00:54.333,+02:34:34.664,342.38,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2396,10:00:54.360,+02:34:41.983,343.83,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2397,10:00:54.744,+02:34:25.498,344.024,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2398,10:00:54.976,+02:34:27.277,343.042,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2399,10:00:55.209,+02:34:37.126,344.332,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2400,10:00:54.465,+02:34:45.950,342.632,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2401,10:00:54.045,+02:34:37.468,342.027,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2402,10:00:54.940,+02:34:25.156,343.841,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2403,10:00:54.744,+02:34:23.241,342.084,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2404,10:00:54.200,+02:34:29.671,343.933,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2405,10:00:55.246,+02:34:31.723,344.8,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2406,10:00:54.214,+02:34:41.230,343.887,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2407,10:00:54.748,+02:34:43.966,343.202,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2408,10:00:53.835,+02:34:39.999,343.225,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2409,10:00:54.264,+02:34:29.808,341.353,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2410,10:00:53.735,+02:34:32.680,341.387,0,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2411,10:00:53.849,+02:34:32.680,342.358,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2412,10:00:54.625,+02:34:30.492,343.225,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2413,10:00:54.739,+02:34:32.544,343.145,0,0,3.4,0.61,0.41,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2414,10:00:54.200,+02:34:23.720,341.33,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2415,10:00:54.853,+02:34:26.456,344.458,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2416,10:00:54.214,+02:34:25.225,343.956,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2417,10:00:54.844,+02:34:27.003,341.878,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2418,10:00:54.305,+02:34:31.039,343.67,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2419,10:00:54.022,+02:34:41.094,341.353,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2420,10:00:54.867,+02:34:30.081,343.271,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2421,10:00:55.218,+02:34:28.371,343.191,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2422,10:00:54.064,+02:34:33.091,341.684,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2423,10:00:54.748,+02:34:28.850,343.008,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2424,10:00:54.456,+02:34:33.912,341.798,1,2,3.4,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2425,10:00:54.214,+02:34:27.961,341.684,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2426,10:00:55.091,+02:34:32.270,342.426,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2427,10:00:54.634,+02:34:26.661,344.56,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2428,10:00:54.634,+02:34:22.557,341.901,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2429,10:00:54.347,+02:34:37.810,343.716,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2430,10:00:53.977,+02:34:33.912,342.152,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2431,10:00:54.862,+02:34:30.834,343.978,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2432,10:00:54.552,+02:34:39.657,343.271,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2433,10:00:55.013,+02:34:30.560,341.456,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2434,10:00:54.169,+02:34:33.775,344.195,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2435,10:00:54.671,+02:34:37.195,344.492,1,2,3.4,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2436,10:00:54.178,+02:34:42.325,341.684,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2437,10:00:54.342,+02:34:42.530,343.476,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2438,10:00:54.474,+02:34:28.029,342.951,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2439,10:00:54.461,+02:34:27.003,343.111,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2440,10:00:53.940,+02:34:43.830,343.271,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2441,10:00:55.077,+02:34:27.072,342.552,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2442,10:00:54.762,+02:34:37.810,342.004,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2443,10:00:54.963,+02:34:32.202,343.636,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2444,10:00:54.529,+02:34:31.107,343.008,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2445,10:00:53.949,+02:34:35.827,341.559,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2446,10:00:54.940,+02:34:25.498,342.346,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2447,10:00:54.447,+02:34:30.834,344.355,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2448,10:00:54.205,+02:34:31.791,341.399,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2449,10:00:54.022,+02:34:43.761,344.127,1,1,3.4,0.63,0.40,0.37,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2450,10:00:54.945,+02:34:31.518,341.97,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2451,10:00:54.771,+02:34:29.260,341.33,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2452,10:00:54.789,+02:34:42.256,342.791,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2453,10:00:54.525,+02:34:43.146,344.15,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2454,10:00:54.543,+02:34:43.419,342.586,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2455,10:00:54.693,+02:34:29.944,343.271,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2456,10:00:54.602,+02:34:46.771,343.328,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2457,10:00:54.634,+02:34:45.813,342.7,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2458,10:00:54.849,+02:34:32.544,344.035,1,3,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2459,10:00:54.082,+02:34:42.530,341.741,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2460,10:00:53.689,+02:34:35.074,341.89,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2461,10:00:54.648,+02:34:47.455,342.084,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2462,10:00:54.926,+02:34:38.631,343.853,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2463,10:00:54.027,+02:34:25.293,341.365,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2464,10:00:54.671,+02:34:25.362,341.787,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2465,10:00:53.995,+02:34:29.466,342.985,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2466,10:00:53.739,+02:34:35.895,342.369,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2467,10:00:53.867,+02:34:34.732,343.602,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2468,10:00:54.689,+02:34:46.976,342.426,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2469,10:00:54.232,+02:34:41.709,343.784,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2470,10:00:55.355,+02:34:32.612,343.122,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2471,10:00:55.168,+02:34:27.072,341.65,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2472,10:00:54.675,+02:34:33.022,344.355,0,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2473,10:00:55.072,+02:34:33.570,341.399,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2474,10:00:53.781,+02:34:34.527,342.46,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2475,10:00:54.607,+02:34:23.925,342.552,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2476,10:00:54.671,+02:34:28.029,343.762,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2477,10:00:54.077,+02:34:38.016,343.157,1,2,3.4,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2478,10:00:55.145,+02:34:39.178,341.764,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2479,10:00:54.073,+02:34:45.608,341.479,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2480,10:00:55.031,+02:34:30.081,344.549,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2481,10:00:55.314,+02:34:33.638,341.593,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2482,10:00:55.250,+02:34:33.501,344.549,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2483,10:00:54.082,+02:34:36.100,343.533,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2484,10:00:54.666,+02:34:42.393,342.118,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2485,10:00:54.342,+02:34:29.808,343.111,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2486,10:00:54.552,+02:34:45.334,343.236,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2487,10:00:55.100,+02:34:41.162,342.689,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2488,10:00:54.890,+02:34:44.582,343.339,0,0,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2489,10:00:54.442,+02:34:23.310,342.175,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2490,10:00:54.954,+02:34:28.713,344.275,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2491,10:00:54.757,+02:34:38.152,344.013,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2492,10:00:55.191,+02:34:30.560,343.168,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2493,10:00:55.177,+02:34:34.596,343.385,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2494,10:00:54.634,+02:34:39.178,342.814,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2495,10:00:54.557,+02:34:40.546,343.556,1,1,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2496,10:00:53.963,+02:34:41.162,344.766,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2497,10:00:54.945,+02:34:26.935,343.613,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2498,10:00:54.780,+02:34:26.456,342.666,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2499,10:00:54.511,+02:34:29.876,343.351,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2500,10:00:54.424,+02:34:39.931,343.75,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2501,10:00:54.671,+02:34:23.925,341.399,1,1,3.4,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2502,10:00:54.465,+02:34:47.523,344.07,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2503,10:00:54.881,+02:34:28.098,343.853,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2504,10:00:54.853,+02:34:46.908,342.175,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2505,10:00:53.758,+02:34:40.341,343.647,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2506,10:00:54.616,+02:34:24.472,341.73,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2507,10:00:54.251,+02:34:36.579,341.741,1,3,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2508,10:00:54.278,+02:34:41.230,341.696,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2509,10:00:54.287,+02:34:41.299,343.396,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2510,10:00:54.223,+02:34:28.713,343.1,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2511,10:00:54.269,+02:34:44.650,343.179,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2512,10:00:54.570,+02:34:45.540,341.49,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2513,10:00:54.680,+02:34:25.088,343.351,1,3,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.2514,10:00:54.598,+02:34:24.336,344.024,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2515,10:00:53.794,+02:34:40.204,344.515,0,1,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2516,10:00:55.136,+02:34:41.914,341.753,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2517,10:00:54.917,+02:34:32.749,344.389,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.2518,10:00:53.721,+02:34:35.553,341.365,0,0,3.4,0.69,0.47,0.31,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
